"Date_Sampled","Year","Irr_season","Depth_1","Field_ID","Soil_pH","Soluble_Salts","OM_pct","NO3_D1_ppm","Bicarb_P_ppm","SO4_ppm","ExchK_ppm","ExchCa_ppm","ExchMg_ppm","ExchNa_ppm","Zn_ppm","Fe_ppm","Mn_ppm","Cu_ppm","Boron_ppm","CEC_me_100g","treatment"
2004-06-15,2004,"Before","0-12","F3",7.8,0.42,1.7,2.6,15,9,369,910,259,559,1.1,90.2,61.8,2.8,0.8,10.1,"Sodium"
2004-06-15,2004,"Before","13-24","F3",8,0.58,1.2,2.3,10,17,213,1100,295,689,0.8,107,73.9,2.3,0.9,11.5,"Sodium"
2004-06-15,2004,"Before","25-36","F3",8.1,0.58,0.9,2.2,9,15,111,1040,294,658,0.5,78.7,50.2,1.7,0.4,10.8,"Sodium"
2004-06-15,2004,"Before","37-48","F3",8.2,0.54,0.7,2.2,8,13,106,1120,323,686,0.5,64.8,40.8,1.7,0.7,11.5,"Sodium"
2004-04-22,2004,"Before","0-12","F3",8.2,0.56,2.1,10.7,11,37,353,880,243,507,1.3,51.9,10,3.6,0.9,9.5,"Sodium"
2004-04-22,2004,"Before","13-24","F3",8.4,0.78,1.6,11.5,8,38,262,1100,293,683,0.5,29.9,7.4,2,1,11.6,"Sodium"
2004-04-22,2004,"Before","25-36","F3",8.7,1.16,0.6,5.3,5,47,104,1130,373,916,0.2,19,6.4,1.9,0.8,13,"Sodium"
2004-04-22,2004,"Before","37-48","F3",8.2,0.66,0.4,1.9,2,33,29,1120,444,538,0.1,12.4,7.3,0.2,0.3,11.7,"Sodium"
2004-02-09,2004,"Before","0-12","F3",7.7,0.32,1.7,1.7,7,10,290,970,271,366,1.3,58.7,26.6,2.6,0.5,9.4,"Sodium"
2004-02-09,2004,"Before","13-24","F3",8.6,0.7,0.4,1.9,3,16,89,1370,398,947,0.3,16.9,6.6,1.6,0.6,14.5,"Sodium"
2004-02-09,2004,"Before","25-36","F3",8.3,0.86,0.3,2.2,3,19,60,1400,433,938,0.2,15.4,5.9,1.4,0.6,14.8,"Sodium"
2004-02-09,2004,"Before","37-48","F3",7.7,0.5,0.2,1.3,3,13,41,1410,485,465,0.3,17.8,5.9,1.3,0.5,13.2,"Sodium"
2004-10-27,2004,"During","0-12","F3",7.2,1.62,2.3,4.3,14,135,586,1020,183,490,1.5,25.5,15.3,2.2,0.7,10.3,"Sodium"
2004-10-27,2004,"During","13-24","F3",7.4,0.98,1.1,4,8,74,273,1030,267,450,0.5,26.5,14.1,1.6,0.9,10,"Sodium"
2004-10-27,2004,"During","25-36","F3",7.7,0.68,0.8,3.6,6,51,145,1260,387,600,0.5,25,11.1,1.3,0.8,12.5,"Sodium"
2004-10-27,2004,"During","37-48","F3",8,0.5,0.3,2.4,6,11,56,1320,440,630,0.3,26.5,9.3,0.8,0.5,13.1,"Sodium"
2004-09-01,2004,"During","0-12","F3",7,2.4,3.1,54.1,15,241,622,1360,123,329,2.7,32.7,20.1,2.9,0.6,10.9,"Sodium"
2004-09-01,2004,"During","13-24","F3",7.2,1.74,1.1,22.2,7,164,279,990,182,434,1.1,22.3,15.7,2.1,1,9.1,"Sodium"
2004-09-01,2004,"During","25-36","F3",7.7,1.04,0.5,14.5,3,68,120,1060,231,501,0.5,21.3,12.8,1.6,1,9.7,"Sodium"
2004-09-01,2004,"During","37-48","F3",7.8,1.08,0.6,13.6,6,32,95,1170,253,499,0.4,22.2,12.4,1.6,1,10.4,"Sodium"
2005-01-11,2005,"Winter","0-12","F3",,,,0.72,,,,64,414,1090,266,480,0.9,23.7,7.7,2.1,"Sodium"
2005-01-11,2005,"Winter","13-24","F3",,,,1.04,,,,93,258,1210,348,640,0.5,17.8,5.9,1.5,"Sodium"
2005-01-11,2005,"Winter","25-36","F3",,,,0.96,,,,97,126,1300,438,733,0.5,15,4.1,1.1,"Sodium"
2005-01-11,2005,"Winter","37-48","F3",,,,0.76,,,,49,97,1270,439,691,0.3,15.4,3.4,1,"Sodium"
2005-04-01,2005,"Before","0-12","F3",,,,1.14,,,,92,542,910,236,398,2.2,48.3,18,3,"Sodium"
2005-04-01,2005,"Before","13-24","F3",,,,0.8,,,,47,321,980,246,667,0.4,17.9,13.6,2.1,"Sodium"
2005-04-01,2005,"Before","25-36","F3",,,,0.78,,,,27,89,1330,415,829,0.2,16.8,15.4,1.3,"Sodium"
2005-04-01,2005,"Before","37-48","F3",,,,0.82,,,,25,82,1460,520,880,0.2,17.4,15,1.2,"Sodium"
2005-06-08,2005,"Before","0-12","F3",,,,0.98,,,,92,476,1110,184,259,1.3,35.7,15.7,2.3,"Sodium"
2005-06-08,2005,"Before","13-24","F3",,,,1.1,,,,78,420,1260,197,329,1.1,33.1,14.6,2.1,"Sodium"
2005-06-08,2005,"Before","25-36","F3",,,,0.66,,,,42,59,1550,492,919,0.4,14.6,4.8,0.7,"Sodium"
2005-06-08,2005,"Before","37-48","F3",,,,0.78,,,,28,53,1610,495,792,0.2,14.8,4.4,0.8,"Sodium"
2005-07-08,2005,"During","0-12","F3",,,,0.74,24,,,60,498,1330,224,149,1.2,21.1,19.6,2.4,"Sodium"
2005-07-08,2005,"During","13-24","F3",,,,0.74,,,,50,249,1170,254,331,0.4,14.9,14.1,1.8,"Sodium"
2005-07-08,2005,"During","25-36","F3",,,,0.62,,,,31,76,1420,398,628,0.1,14.6,7.3,1,"Sodium"
2005-07-08,2005,"During","37-48","F3",,,,0.64,,,,29,59,1390,422,621,0.1,15.4,6.8,0.9,"Sodium"
2005-10-20,2005,"During","0-12","F3",,,,1.16,12,,,203,445,1210,242,430,1.3,29.3,15.6,2.2,"Sodium"
2005-10-20,2005,"During","13-24","F3",,,,1,,,,129,152,1580,398,652,0.4,22,10.6,1.5,"Sodium"
2005-10-20,2005,"During","25-36","F3",,,,1.16,,,,151,183,1420,390,589,0.3,21.5,11.9,1.4,"Sodium"
2005-10-20,2005,"During","37-48","F3",,,,0.84,,,,33,505,1100,347,363,1,88.9,35.8,3.4,"Sodium"
2005-12-22,2005,"After","0-12","F3",,,,0.7,12,,,21,590,1350,191,283,2.4,27,15.7,2.8,"Sodium"
2005-12-22,2005,"After","13-24","F3",,,,0.8,12,,,23,483,1220,312,606,1.3,27.7,18,2.8,"Sodium"
2005-12-22,2005,"After","25-36","F3",,,,1.74,12,,,111,113,1180,525,1176,0.3,18.3,19.7,1.5,"Sodium"
2005-12-22,2005,"After","37-48","F3",,,,1.72,12,,,120,118,1190,521,1104,0.4,18.8,18.8,1.6,"Sodium"
2006-05-11,2006,"Before","0-12","F3",,,,0.78,12,,,34,197,1590,358,426,0.5,27.1,18.9,1.5,"Sodium"
2006-05-11,2006,"Before","13-24","F3",,,,0.7,,,,35,239,1480,287,483,0.7,27.5,17.2,1.8,"Sodium"
2006-05-11,2006,"Before","25-36","F3",,,,0.86,,,,34,66,1320,373,844,0.3,39.9,36.2,1.4,"Sodium"
2006-05-11,2006,"Before","37-48","F3",,,,0.84,,,,32,62,1210,363,784,0.4,42.3,31.1,1.4,"Sodium"
2006-07-10,2006,"During","0-12","F3",,,,0.84,12,,,25,520,1230,183,187,1.5,27.4,40.4,2.6,"Sodium"
2006-07-10,2006,"During","13-24","F3",,,,0.82,24,,,30,553,1270,177,173,1.7,29.7,31,2.7,"Sodium"
2006-07-10,2006,"During","25-36","F3",,,,0.8,36,,,31,558,1250,177,177,1.7,28.3,28.8,2.7,"Sodium"
2006-07-10,2006,"During","37-48","F3",,,,0.94,48,,,43,419,1590,333,628,0.9,29.6,29.4,2.1,"Sodium"
2006-12-26,2006,"After","0-12","F3",,,,1.36,12,,,33,529,1360,117,292,2.2,40.6,10.8,2.1,"Sodium"
2006-12-26,2006,"After","13-24","F3",,,,0.8,,,,31,357,1030,252,334,0.5,17.5,9.1,1.6,"Sodium"
2006-12-26,2006,"After","25-36","F3",,,,1.16,,,,35,225,1170,311,533,0.5,19.8,8.6,1.4,"Sodium"
2007-08-03,2007,"During","0-12","F3",7.8,0.86,1.6,3.6,8,21,325,1230,275,473,0.5,22.6,12.6,2.1,,11.3,"Sodium"
2007-08-03,2007,"During","13-24","F3",7.8,0.9,1.6,3.3,9,25,189,1430,319,690,0.3,21.1,10.6,1.5,,13.3,"Sodium"
2007-08-03,2007,"During","25-36","F3",8.1,1.28,1.4,1.6,16,41,100,1730,520,987,0.1,32.4,14.2,0.8,,17.5,"Sodium"
2007-08-03,2007,"During","37-48","F3",8.2,0.92,1.1,0.5,4,38,75,1870,748,1134,0.2,54.6,28.8,1.4,,,"Sodium"
2007-11-28,2007,"After","0-12","F3",7.8,0.68,2.9,10.9,17,15,603,1120,123,410,1.9,30.8,17.3,2.9,,10,"Sodium"
2007-11-28,2007,"After","13-24","F3",8,0.64,1.7,4.2,12,15,349,970,162,378,1.3,23,16.1,2.8,,8.7,"Sodium"
2007-11-28,2007,"After","25-36","F3",8,0.62,2,4.1,13,13,509,1260,175,486,1.3,25.1,13.7,2.8,,11.2,"Sodium"
2007-11-28,2007,"After","37-48","F3",8.2,0.66,0.9,0.5,9,33,87,1030,344,723,0.5,17,7.2,1.5,,11.4,"Sodium"
2008-05-06,2008,"Before","0-12","F3",8.1,0.62,2.2,14.2,12,22,424,1160,197,307,1.2,26.8,10.8,2.6,,9.9,"Sodium"
2008-05-06,2008,"Before","13-24","F3",8,0.72,1.5,12.9,13,27,232,1070,292,417,0.6,16.3,13.1,1.9,,10.2,"Sodium"
2008-05-06,2008,"Before","25-36","F3",8.1,0.84,1.3,5.3,6,38,121,1160,379,519,0.2,14.7,10.6,1.2,,11.5,"Sodium"
2008-05-06,2008,"Before","37-48","F3",8.3,0.9,1.1,2.3,10,61,66,1110,413,829,0.2,20.4,12.7,1.1,,12.8,"Sodium"
2009-07-17,2009,"During","0-12","F3",7.1,1.02,2.7,6.5,56,53,579,1320,111,93,3.4,66.5,13.2,2.5,,9.4,"Sodium"
2009-07-17,2009,"During","13-24","F3",7.8,1.12,1.2,2.6,17,58,271,870,171,1047,2.1,30,19.1,2.1,,,"Sodium"
2009-07-17,2009,"During","25-36","F3",7.7,1.34,1.1,4.1,8,77,131,1070,313,1296,0.7,22.6,15.1,1.5,,,"Sodium"
2009-07-17,2009,"During","37-48","F3",7.6,1.44,1,4.1,7,65,82,1260,522,1040,1.6,31.8,15.3,1.4,,,"Sodium"
2010-07-13,2010,"During","13-24","F3",7.8,0.62,1.1,5.2,9,25,252,920,152,359,0.5,13.4,5.2,1.8,0.8,8.1,"Sodium"
2010-07-13,2010,"During","25-36","F3",8.2,0.84,0.9,5.3,5,41,73,970,259,787,0.3,10.6,4.8,1.4,0.9,10.6,"Sodium"
2011-02-10,2011,"Winter","0-12","F3",,,,0.82,48,,,29,432,1070,59,113,0.5,17.7,3,2.1,"Sodium"
2011-02-10,2011,"Winter","13-24","F3",,,,0.9,,,,38,518,1110,72,108,0.7,22.3,2.9,1.8,"Sodium"
2011-02-10,2011,"Winter","25-36","F3",,,,0.88,,,,61,432,1140,216,120,0.2,9.3,2.6,1.1,"Sodium"
2011-02-10,2011,"Winter","37-48","F3",,,,0.84,,,,54,394,1060,162,180,0.3,12.9,3.2,1.7,"Sodium"
2011-07-13,2011,"During","0-12","F3",,,,0.96,48,,,63,523,1140,82,82,1.3,24.1,5,2.4,"Sodium"
2011-07-13,2011,"During","13-24","F3",,,,0.88,,,,56,342,950,160,133,0.6,14.6,3.4,2,"Sodium"
2011-07-13,2011,"During","25-36","F3",,,,0.98,,,,71,254,980,213,279,0.8,18.4,3.9,2,"Sodium"
2011-07-13,2011,"During","37-48","F3",,,,1,,,,79,188,1030,358,407,0.8,16.7,3.6,1.8,"Sodium"
2013-06-28,2013,"Before","0-12","F3",7.8,0.5,1,3.9,13,18,244,1070,96,113,0.6,21.5,9,2.7,,7.3,"Potassium"
2013-06-28,2013,"Before","13-24","F3",8,0.62,1,3.1,11,22,243,970,160,149,0.5,23,9.3,2.5,,7.5,"Potassium"
2013-06-28,2013,"Before","25-36","F3",7.7,0.76,0.8,2.6,4,47,138,1250,271,224,0.1,14.8,6.7,1.4,,9.8,"Potassium"
2013-06-28,2013,"Before","37-48","F3",7.9,1.42,0.9,4.5,4,67,91,1150,560,562,0.2,17.4,4.2,1,,13.1,"Potassium"
2014-06-23,2014,"Before","0-12","F3",8.1,0.5,1.3,5.4,33,4,534,1220,77,74,1.2,29.6,8,2.9,,8.4,"Potassium"
2014-06-23,2014,"Before","13-24","F3",8.4,0.64,0.9,3.4,9,29,124,1000,214,472,0.2,9.3,10,0.9,,9.2,"Potassium"
2014-06-23,2014,"Before","25-36","F3",8.3,0.66,0.9,3.8,8,15,158,1280,227,423,0.1,11.9,5,0.8,,10.5,"Potassium"
2014-06-23,2014,"Before","37-48","F3",8.4,0.8,0.8,3.2,7,20,55,1240,318,773,0.2,14.7,5.4,0.7,,12.4,"Potassium"
2015-12-02,2015,"After","0-12","F3",7.8,1.36,1.2,4,4,124,262,1610,304,402,0.1,9.6,5.5,0.8,0.9,13,"Potassium"
2015-12-02,2015,"After","13-24","F3",8,1.62,1,2.8,6,114,112,1560,322,514,0.3,15,4.9,0.9,0.6,13,"Potassium"
2015-08-01,2015,"During","0-12","F3",8,2.2,1.8,6.2,7,209,276,1950,375,456,0.4,10.9,5,1.3,1.1,15.6,"Potassium"
2015-08-01,2015,"During","13-24","F3",8.2,2.68,1.5,3.4,3,228,153,1720,503,764,0.2,9.4,5.9,0.9,0.7,16.5,"Potassium"
2016-06-09,2016,"Before","0-12","F3",,,,0.62,24,,,20,1266,1670,87,22,1.9,26.1,11.5,2.9,"Potassium"
2016-06-09,2016,"Before","13-24","F3",,,,0.6,,,,23,624,1870,194,80,0.6,11.9,9.3,1.4,"Potassium"
2009-11-25,2009,"After","0-12","F3 ",7.5,1.16,2.8,14.8,36,35,495,1320,90,266,2.2,42.5,4.6,2,0.7,9.8,"Sodium"
2009-11-25,2009,"After","13-24","F3 ",8,0.84,1.2,15.6,14,18,420,1110,123,286,0.6,22.2,3.7,2,1,8.9,"Sodium"
2009-11-25,2009,"After","25-36","F3 ",7.9,0.8,1.2,13.2,11,22,441,1010,162,334,0.6,17.7,2.3,1.8,0.7,9,"Sodium"
2009-11-25,2009,"After","37-48","F3 ",8,0.88,1.2,4.4,7,20,303,1180,274,575,0.4,21.7,6.4,1.6,1.1,11.5,"Sodium"
2010-07-13,2010,"During","0-12","F3 ",6.8,1.08,3.9,4,46,73,445,1630,91,40,2.5,38,18.9,2.1,0.6,10.2,"Sodium"
2010-07-13,2010,"During","37-48","F3 ",8.2,1.04,0.8,1.8,3,61,33,990,367,987,0.2,9.4,3.2,1,1,12.4,"Sodium"
2000-04-14,2000,"Before","0-12","F4",7,1.24,2.7,5.9,15,65,275,1180,142,97,1.3,82.5,30,2.5,1.1,8.2,"Sodium"
2000-04-14,2000,"Before","13-24","F4",7.7,1.26,1.1,2.8,9,46,165,850,215,224,0.4,55.6,41.1,2.5,0.5,7.4,"Sodium"
2000-04-14,2000,"Before","25-36","F4",8.1,1.22,0.2,0.2,5,40,57,950,376,361,0.1,48,54,2.5,0.3,9.6,"Sodium"
2001-08-03,2001,"During","0-12","F4",8.1,0.7,1.8,4.3,8,35,375,1490,143,235,0.7,57.7,44,3.3,0.9,10.6,"Sodium"
2001-08-03,2001,"During","13-24","F4",8.4,0.86,0.9,1.4,4,52,234,1380,297,554,0.3,47.6,42.7,3,0.8,12.4,"Sodium"
2001-08-03,2001,"During","25-36","F4",8.3,1.06,0.6,0.7,1,104,169,1950,883,994,0.2,43.7,25.3,2.7,0.5,21.9,"Sodium"
2001-08-03,2001,"During","37-48","F4",8.2,1.96,0.5,1.6,1,81,158,2030,974,1044,0.2,38.6,19.1,2.6,0.5,23.2,"Sodium"
2001-06-21,2001,"Before","0-12","F4",7.7,0.68,2.9,1.2,28,68,569,1560,126,230,1.7,60.3,41.2,3.7,1.1,11.3,"Sodium"
2001-06-21,2001,"Before","13-24","F4",8,1.3,1.7,1.4,17,73,422,1360,169,472,0.9,53,46.6,3.1,0.9,11.3,"Sodium"
2001-06-21,2001,"Before","25-36","F4",8.4,1.2,0.6,1.1,8,90,179,1180,227,1017,0.3,38.6,45.4,1.9,0.6,12.7,"Sodium"
2001-06-21,2001,"Before","37-48","F4",8.5,1,0.3,1.1,7,73,126,1090,276,1107,0.2,31.7,36.2,1.6,0.5,12.9,"Sodium"
2001-10-18,2001,"During","0-12","F4",8.3,0.78,2.3,9.2,15,38,450,1230,124,323,1.2,39.3,11.7,2.2,0.7,9.7,"Sodium"
2001-10-18,2001,"During","13-24","F4",8.2,0.86,1.4,11,10,50,350,980,156,324,0.9,27.3,8.2,2.2,0.8,8.5,"Sodium"
2001-10-18,2001,"During","25-36","F4",8,0.78,0.5,4.8,11,53,235,1180,269,377,9.3,24.3,5.4,2.1,0.7,10.4,"Sodium"
2001-10-18,2001,"During","37-48","F4",8,1.12,0.2,3.1,10,68,132,1430,394,393,0.4,24.7,3.4,1.6,0.4,12.5,"Sodium"
2002-04-12,2002,"Before","0-12","F4",8.1,0.92,1,26.4,12,41,322,970,186,390,1.5,37.6,17.2,2.6,1.3,8.9,"Sodium"
2002-04-12,2002,"Before","13-24","F4",8.6,0.74,0.5,6.3,8,28,125,1030,246,602,0.6,39.5,26.7,2.5,0.7,,"Sodium"
2002-04-12,2002,"Before","25-36","F4",8.8,1.24,0.5,3.6,8,66,67,940,299,1182,0.8,41.1,75.7,2.7,0.5,,"Sodium"
2002-08-15,2002,"During","0-12","F4",7.8,1.66,1.3,2.7,8,179,191,1330,220,425,1,53.9,38.7,3.5,1.6,10.8,"Sodium"
2002-08-15,2002,"During","13-24","F4",8.1,2.36,0.2,0.8,1,188,66,1520,574,920,0.4,31,23.5,2.2,2.1,,"Sodium"
2002-08-15,2002,"During","25-36","F4",8.2,2.28,0.2,0.4,1,195,56,1530,833,840,0.1,26.9,17.3,1.9,1.8,,"Sodium"
2002-06-15,2002,"Before","0-12","F4",7.5,0.72,2.9,3.1,18,73,310,1390,154,175,1.9,53.1,30.7,2.9,0.5,9.8,"Sodium"
2002-10-16,2002,"During","0-12","F4",7.6,0.38,2.3,0.9,10,32,507,1180,75,325,1,103,35.1,3.2,0.6,9.2,"Sodium"
2002-10-16,2002,"During","13-24","F4",7.9,0.46,0.7,0.3,6,43,150,1310,361,470,0.6,58.8,55.6,3.1,0.5,12,"Sodium"
2002-10-16,2002,"During","25-36","F4",8.2,0.86,0.3,0.3,4,48,98,1620,584,690,0.5,53.2,60.2,3.3,0.4,,"Sodium"
2003-06-24,2003,"Before","0-12","F4",7.4,0.9,1.9,15.3,21,69,374,1290,103,167,1.4,33.6,10.3,2,,9,"Sodium"
2003-06-24,2003,"Before","13-24","F4",8,1.02,0.6,7.5,9,61,157,1160,210,440,0.4,23.6,7.1,1.4,,9.9,"Sodium"
2003-06-24,2003,"Before","25-36","F4",8.3,1.04,0.4,3.9,8,61,75,1110,267,765,0.4,26,6.5,1.3,,,"Sodium"
2003-06-24,2003,"Before","37-48","F4",8.3,0.74,0.1,3.5,10,59,57,990,280,745,0.6,29.2,7.1,1.5,,,"Sodium"
2003-09-10,2003,"During","0-12","F4",8.2,1.4,0.3,5.4,15,69,90,1380,318,450,0.3,18.9,15,1.5,0.5,11.7,"Sodium"
2003-09-10,2003,"During","13-24","F4",8.3,1.32,0.1,5.3,8,68,82,1320,273,421,0.3,17,12,1.5,0.6,10.9,"Sodium"
2003-09-10,2003,"During","25-36","F4",8.3,1.24,0.3,5,8,73,85,1370,371,491,0.3,16.9,9.4,1.5,0.4,12.3,"Sodium"
2003-09-10,2003,"During","37-48","F4",8.1,1.16,0.6,7.5,10,74,107,1490,338,477,0.5,20.4,10.5,1.7,0.5,12.6,"Sodium"
2003-10-22,2003,"During","0-12","F4",8.2,0.84,1.3,12.8,8,37,312,1070,124,322,0.6,46.2,23.8,3.2,0.7,8.6,"Sodium"
2003-10-22,2003,"During","13-24","F4",8.5,1.18,0.3,1.2,5,118,69,1020,364,948,0.2,23.8,30,2.7,0.3,12.4,"Sodium"
2003-10-22,2003,"During","25-36","F4",8.4,1.44,0.3,0.5,5,118,54,1010,384,968,0.2,17.2,44.1,2.5,0.3,12.6,"Sodium"
2003-10-22,2003,"During","37-48","F4",8.2,2.04,0.3,2.1,2,169,51,1320,871,1019,0.3,17.6,9.5,1.6,0.2,,"Sodium"
2004-06-15,2004,"Before","0-12","F4",7.4,0.6,2.3,10.3,36,30,450,1340,95,177,1.8,110,40.4,3.1,0.4,9.4,"Sodium"
2004-06-15,2004,"Before","25-36","F4",8.3,0.82,0.4,3.4,9,37,220,1360,238,485,0.4,42.9,40.7,2,1,11.5,"Sodium"
2004-06-15,2004,"Before","37-48","F4",8.1,0.78,0.9,6.5,14,36,301,1370,175,372,0.6,45,32.7,2.2,1,10.7,"Sodium"
2004-04-22,2004,"Before","0-12","F4",7.5,0.62,1.1,17.9,11,38,485,1090,74,160,0.4,45.5,8.5,2.7,0.9,8,"Sodium"
2004-04-22,2004,"Before","13-24","F4",8.2,0.7,0.7,2.1,7,46,285,1250,207,387,0.2,20.3,5.4,1.6,0.8,10.4,"Sodium"
2004-04-22,2004,"Before","25-36","F4",8.3,1.2,0.3,3.9,3,79,62,1280,443,645,0.1,15.8,3.3,1.9,0.5,13.1,"Sodium"
2004-04-22,2004,"Before","37-48","F4",8.3,1.04,0.6,4.2,6,83,96,1310,397,571,0.2,19.5,5.8,1.4,0.5,12.6,"Sodium"
2004-02-09,2004,"Before","0-12","F4",8.1,0.46,0.7,0.5,7,18,372,1190,106,189,0.5,26.8,50,2.1,0.8,8.6,"Sodium"
2004-02-09,2004,"Before","13-24","F4",8.2,0.6,0.1,0.5,6,32,185,1200,232,525,0.1,20.6,11.4,1.4,0.7,10.7,"Sodium"
2004-02-09,2004,"Before","25-36","F4",8.1,0.62,0.1,0.3,6,39,160,1090,209,502,0.2,19.6,12,1.5,0.7,9.8,"Sodium"
2004-02-09,2004,"Before","37-48","F4",8.2,0.76,0.1,0.3,6,44,73,1030,245,615,0.2,19.3,10.1,1.4,0.6,10.1,"Sodium"
2004-10-27,2004,"During","0-12","F4",8,0.68,2.4,4,12,42,387,1390,79,369,0.8,25.7,12.6,1.5,0.8,10.2,"Sodium"
2004-10-27,2004,"During","13-24","F4",7.9,0.7,1.1,1.9,10,61,140,1190,143,310,0.5,17.7,8.3,1.2,0.6,8.8,"Sodium"
2004-10-27,2004,"During","25-36","F4",8,0.8,0.6,1.3,8,64,67,1090,223,367,0.4,19.6,8.2,1.1,0.4,9.1,"Sodium"
2004-10-27,2004,"During","37-48","F4",8.1,0.86,0.6,1.3,8,71,62,1110,238,414,0.4,19.6,9.4,1.2,0.4,9.5,"Sodium"
2004-09-01,2004,"During","0-12","F4",7.5,1.48,2.4,17.8,12,88,319,1240,51,188,1.1,36.8,17.8,2,0.8,8.3,"Sodium"
2004-09-01,2004,"During","13-24","F4",7.6,0.86,0.9,13.1,6,66,124,1200,80,176,0.4,23.8,11.5,1.7,0.6,7.7,"Sodium"
2004-09-01,2004,"During","25-36","F4",7.9,0.9,0.6,5.2,6,62,72,1060,153,336,0.3,30.3,12.8,1.6,0.5,8.2,"Sodium"
2004-09-01,2004,"During","37-48","F4",7.9,0.9,0.6,5.6,5,71,75,1080,158,356,0.3,33.1,14.3,1.7,0.5,8.5,"Sodium"
2005-01-11,2005,"Winter","0-12","F4",,,,0.52,,,,25,234,1280,125,223,0.4,21.3,11.4,1.5,"Sodium"
2005-01-11,2005,"Winter","13-24","F4",,,,0.5,,,,30,110,1230,205,271,0.3,20.1,18.5,1.4,"Sodium"
2005-01-11,2005,"Winter","25-36","F4",,,,0.68,,,,38,82,1170,263,327,0.2,21.1,21.3,1.3,"Sodium"
2005-01-11,2005,"Winter","37-48","F4",,,,0.92,,,,55,77,1140,296,375,0.2,20.8,18.6,1.3,"Sodium"
2005-04-01,2005,"Before","0-12","F4",,,,0.48,,,,32,256,1450,94,84,0.5,29.7,16,1.8,"Sodium"
2005-04-01,2005,"Before","13-24","F4",,,,0.32,,,,22,133,1260,124,134,0.3,22,27.2,1.7,"Sodium"
2005-04-01,2005,"Before","25-36","F4",,,,0.44,,,,20,41,1040,287,279,0.1,17.2,54,1.2,"Sodium"
2005-04-01,2005,"Before","37-48","F4",,,,0.56,,,,25,51,1090,305,324,0.1,19.7,38.1,1.2,"Sodium"
2005-06-08,2005,"Before","0-12","F4",,,,0.64,,,,38,261,1340,150,160,0.8,32.6,10.7,2,"Sodium"
2005-06-08,2005,"Before","13-24","F4",,,,0.66,,,,28,167,1260,178,185,0.5,21.4,7.3,1.6,"Sodium"
2005-06-08,2005,"Before","25-36","F4",,,,0.64,,,,35,100,1370,254,263,0.4,19.5,5.8,1.4,"Sodium"
2005-06-08,2005,"Before","37-48","F4",,,,0.68,,,,34,129,1290,181,171,0.5,23.9,7.7,1.6,"Sodium"
2005-07-08,2005,"During","0-12","F4",,,,0.94,48,,,62,548,1730,95,192,1.2,52.6,16.5,3.3,"Sodium"
2005-07-08,2005,"During","13-24","F4",,,,0.96,,,,33,113,1060,265,669,0.2,21.5,7.4,1.6,"Sodium"
2005-07-08,2005,"During","25-36","F4",,,,1.04,,,,67,45,960,435,684,0.1,18.8,4.3,1.3,"Sodium"
2005-07-08,2005,"During","37-48","F4",,,,1.22,,,,95,79,1130,424,615,0.2,16.7,5.8,1.1,"Sodium"
2005-10-20,2005,"During","0-12","F4",,,,0.68,12,,,70,132,1420,253,312,0.3,17.4,8.2,1.2,"Sodium"
2005-10-20,2005,"During","13-24","F4",,,,0.42,,,,29,71,1380,340,505,0.1,17.8,7.2,1.1,"Sodium"
2005-10-20,2005,"During","25-36","F4",,,,1.16,,,,149,44,1180,371,569,0.1,17.1,5.4,1,"Sodium"
2005-10-20,2005,"During","37-48","F4",,,,1.06,,,,179,64,1090,368,537,0.2,31.8,8.2,1.3,"Sodium"
2005-12-22,2005,"After","0-12","F4",,,,1.48,12,,,135,385,1190,127,173,0.3,17.8,9.5,1.6,"Sodium"
2005-12-22,2005,"After","13-24","F4",,,,1.46,12,,,142,100,1230,353,507,0.4,14.9,14.7,1.2,"Sodium"
2005-12-22,2005,"After","25-36","F4",,,,1.58,12,,,138,83,1270,448,673,0.1,16.3,29.3,1.1,"Sodium"
2005-12-22,2005,"After","37-48","F4",,,,1,12,,,94,39,1060,464,740,0.1,14.9,11.3,1,"Sodium"
2006-05-11,2006,"Before","0-12","F4",,,,1.14,12,,,96,78,1110,240,528,0.4,26.6,83.9,1.4,"Sodium"
2006-05-11,2006,"Before","13-24","F4",,,,1.38,,,,112,62,890,308,653,0.2,25.8,56.1,1.4,"Sodium"
2006-05-11,2006,"Before","25-36","F4",,,,1.24,,,,109,36,860,353,735,0.1,20.7,34.6,1.3,"Sodium"
2006-05-11,2006,"Before","37-48","F4",,,,1.28,,,,99,25,790,348,569,0.1,19.9,17.2,1.4,"Sodium"
2006-07-10,2006,"During","0-12","F4",,,,1.84,12,,,99,429,1210,121,237,1.3,50.9,40,2.7,"Sodium"
2006-07-10,2006,"During","13-24","F4",,,,1.72,24,,,89,449,1320,134,254,3.6,52.4,43,2.9,"Sodium"
2006-07-10,2006,"During","25-36","F4",,,,1.38,36,,,58,252,1230,207,284,0.9,67.4,55,2.3,"Sodium"
2006-07-10,2006,"During","37-48","F4",,,,1.14,48,,,37,144,1210,265,314,0.5,197,185,2.6,"Sodium"
2006-12-26,2006,"After","0-12","F4",,,,0.52,12,,,49,73,1110,340,428,0.1,20.4,4,1.1,"Sodium"
2006-12-26,2006,"After","13-24","F4",,,,0.52,,,,32,109,1100,294,406,0.2,18.9,6,1,"Sodium"
